time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-08-08T11:19:37.395Z,37.9404,29.6497,10,4.3,mb,,74,0.687,0.78,us,us6000529q,2019-10-29T20:33:43.040Z,"5km SE of Baklan, Turkey",earthquake,6.2,1.9,0.177,9,reviewed,us,us
2019-08-08T08:39:08.691Z,37.9858,26.8923,10,4.7,mb,,37,1.405,0.71,us,us6000528z,2019-10-29T20:33:43.040Z,"23km SSE of Seferihisar, Turkey",earthquake,4.3,1.9,0.068,65,reviewed,us,us
2019-08-08T06:42:46.037Z,36.5319,70.7902,193.1,4.3,mb,,72,1.215,0.71,us,us6000528g,2019-10-29T20:33:43.040Z,"37km S of Jarm, Afghanistan",earthquake,4.8,7.8,0.114,22,reviewed,us,us
2019-08-08T00:45:26.713Z,36.5272,70.0571,226,5.8,mww,,12,1.627,0.74,us,us60005247,2019-10-29T20:33:42.040Z,"18km ESE of Farkhar, Afghanistan",earthquake,6.2,1.8,0.053,34,reviewed,us,us
2019-08-06T07:02:42.378Z,36.4177,71.0278,230.57,4.3,mb,,80,1.22,0.55,us,us600054z6,2019-10-29T20:33:37.040Z,"48km NNE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,4.6,7.9,0.187,8,reviewed,us,us
2019-08-06T01:46:54.749Z,37.0591,21.9638,10,4.3,mb,,79,0.123,0.95,us,us60005146,2019-10-29T20:33:37.040Z,"4km WNW of Messini, Greece",earthquake,2.2,1.9,0.189,8,reviewed,us,us
2019-08-05T21:05:08.738Z,45.8069,26.6398,61.3,4.4,mb,,37,0.58,1.27,us,us6000510u,2019-10-19T21:42:14.040Z,"6km WNW of Paltin, Romania",earthquake,6.2,8.3,0.107,25,reviewed,us,us
2019-08-05T04:37:35.573Z,33.9511,-11.501,10,4,ml,,159,3.472,0.42,us,us600054m1,2019-10-19T21:42:22.040Z,"279km NW of Safi, Morocco",earthquake,4.2,2,0.115,10,reviewed,us,us
2019-08-04T19:51:16.008Z,30.5857,50.8453,7.72,5.4,mb,,42,6.245,0.89,us,us600050lk,2019-11-13T20:00:29.926Z,"25km N of Do Gonbadan, Iran",earthquake,7.4,1.8,0.036,267,reviewed,us,us
2019-08-04T19:04:54.307Z,36.6761,71.2747,226.29,5.1,mww,,43,0.906,0.9,us,us600050ld,2019-10-19T21:42:10.040Z,"23km W of Ashkasham, Afghanistan",earthquake,6.9,4.4,0.065,23,reviewed,us,us
2019-08-04T12:45:47.135Z,37.7831,72.0645,118.1,4.3,mb,,78,0.408,0.5,us,us600050jk,2019-10-19T21:42:09.040Z,"52km NE of Shughnon, Tajikistan",earthquake,4.1,7.4,0.148,13,reviewed,us,us
2019-08-04T12:31:52.265Z,44.89,79.3059,10,4.3,mb,,74,2.477,0.72,us,us600050jf,2019-10-19T21:42:09.040Z,"38km E of Tekeli, Kazakhstan",earthquake,5.6,1.9,0.137,15,reviewed,us,us
2019-08-03T21:15:00.184Z,36.869,70.7455,54.5,4,mb,,78,0.984,1.46,us,us600050b4,2019-10-19T21:42:08.040Z,"7km W of Jarm, Afghanistan",earthquake,5.8,19.1,0.259,4,reviewed,us,us
2019-08-03T17:17:09.021Z,38.181,22.8804,10,4.1,mb,,67,1.255,0.99,us,us6000507p,2019-10-19T21:42:08.040Z,"11km SW of Korini, Greece",earthquake,3.8,1.9,0.145,14,reviewed,us,us
2019-08-03T09:51:24.191Z,35.2241,27.845,10,5.1,mww,,49,0.645,0.84,us,us6000504d,2019-10-19T21:42:07.040Z,"65km ESE of Karpathos, Greece",earthquake,6,1.8,0.051,37,reviewed,us,us
2019-08-03T08:09:15.191Z,38.786,70.1161,10,4.5,mb,,93,0.264,0.64,us,us60005039,2019-10-19T21:42:06.040Z,"15km SE of Komsomolobod, Tajikistan",earthquake,4.8,1.9,0.205,7,reviewed,us,us
2019-08-03T04:30:26.484Z,36.4999,70.2751,198.63,4.2,mb,,95,1.511,0.89,us,us60005028,2019-10-19T21:42:06.040Z,"38km ESE of Farkhar, Afghanistan",earthquake,7.4,11.6,0.2,7,reviewed,us,us
2019-08-03T00:26:06.921Z,34.5931,46.2472,10,4.2,mb,,69,0.678,0.76,us,us60004zzk,2019-10-19T21:42:06.040Z,"33km SW of Javanrud, Iran",earthquake,6.3,2,0.098,29,reviewed,us,us
2019-07-31T20:20:49.927Z,33.177,47.4846,10,4.3,mb,,58,2.425,1.25,us,us60004y79,2019-10-19T21:42:02.040Z,"21km NNE of Abdanan, Iran",earthquake,6.2,1.9,0.09,35,reviewed,us,us
2019-07-31T14:21:21.248Z,40.5335,20.7484,10,4.6,mww,,42,0.543,0.87,us,us60004xyi,2019-10-19T21:42:01.040Z,"9km SSW of Korce, Albania",earthquake,4.9,1.9,0.083,14,reviewed,us,us
2019-07-31T04:40:04.148Z,35.3942,24.9649,75.22,4.9,mww,,43,0.122,0.91,us,us60004xsg,2019-10-19T21:42:00.040Z,"11km NW of Gazion, Greece",earthquake,6.9,3.9,0.066,22,reviewed,us,us
2019-07-30T13:18:10.883Z,37.4452,20.4517,19.45,4.4,mb,,150,1.204,0.42,us,us600051un,2019-10-19T21:42:15.040Z,"45km SW of Mouzaki, Greece",earthquake,3.1,7.4,0.309,5,reviewed,us,us
2019-07-30T10:36:21.175Z,37.3853,20.3283,10,4.5,mb,,57,1.29,0.87,us,us60004xcs,2019-10-19T21:41:59.040Z,"57km SW of Mouzaki, Greece",earthquake,6.4,1.9,0.083,43,reviewed,us,us
2019-07-29T20:47:09.847Z,34.3828,45.644,10,4.7,mb,,115,0.735,0.81,us,us600051fm,2019-10-11T20:12:50.040Z,"21km WSW of Sarpol-e Zahab, Iran",earthquake,5.9,1.9,0.159,12,reviewed,us,us
2019-07-29T19:55:44.017Z,36.56,70.8412,210.76,4.3,mb,,84,1.169,0.8,us,us60004x46,2019-10-11T20:12:50.040Z,"33km S of Jarm, Afghanistan",earthquake,4,10.1,0.16,11,reviewed,us,us
2019-07-29T04:18:10.297Z,37.8967,20.6085,10,3.2,ml,,138,1.268,0.84,us,us60004wxd,2019-10-11T20:12:48.040Z,"15km WNW of Katastarion, Greece",earthquake,6.5,2,0.077,22,reviewed,us,us
2019-07-29T03:33:52.069Z,32.8856,76.7183,10,4.4,mb,,164,2.989,0.93,us,us60004wwv,2019-10-11T20:12:47.040Z,"44km NW of Kyelang, India",earthquake,8.6,1.8,0.085,40,reviewed,us,us
2019-07-28T23:06:36.673Z,37.3434,71.9534,192.45,4.2,mb,,84,0.298,0.56,us,us60004wvf,2019-10-11T20:12:47.040Z,"14km NE of Roshtqal'a, Tajikistan",earthquake,3.8,4.7,0.103,26,reviewed,us,us
2019-07-28T21:25:03.314Z,22.5443,86.4405,10,4.5,mb,,182,4.808,0.86,us,us60004wux,2019-10-11T20:12:46.040Z,"3km NNW of Mushabani, India",earthquake,6.4,1.9,0.118,21,reviewed,us,us
2019-07-28T16:09:08.583Z,38.1365,23.5514,10,4.6,mb,,65,1.606,0.93,us,us60004wsq,2019-10-11T20:12:45.040Z,"6km NNE of Magoula, Greece",earthquake,5.3,1.9,0.091,36,reviewed,us,us
2019-07-27T17:24:03.826Z,36.4757,70.8799,121.78,4.3,mb,,74,1.223,1.1,us,us60004wiz,2019-10-11T20:12:42.040Z,"43km S of Jarm, Afghanistan",earthquake,5.1,7,0.092,33,reviewed,us,us
2019-07-27T06:56:45.377Z,36.5337,71.3439,117.39,4.8,mb,,73,1.026,0.79,us,us60004wej,2019-10-11T20:12:39.040Z,"23km SW of Ashkasham, Afghanistan",earthquake,6.9,6.8,0.053,108,reviewed,us,us
2019-07-26T21:00:04.207Z,41.8721,66.0419,10,4.6,mb,,68,3.523,0.59,us,us60004w5t,2019-10-11T20:12:37.040Z,"119km E of Tomdibuloq, Uzbekistan",earthquake,7.6,1.9,0.052,111,reviewed,us,us
2019-07-26T13:00:15.119Z,36.7478,68.3806,27.35,4.6,mb,,54,0.838,0.84,us,us60004vup,2019-10-11T20:12:35.040Z,"42km W of Kunduz, Afghanistan",earthquake,5.3,4.7,0.088,38,reviewed,us,us
2019-07-26T11:45:12.224Z,31.9141,55.6066,10,4.3,mb,,49,6.963,0.73,us,us60004vua,2019-10-11T20:12:35.040Z,"38km NNE of Bafq, Iran",earthquake,6.6,1.9,0.089,36,reviewed,us,us
2019-07-26T04:07:55.294Z,38.7695,17.9155,10,4.3,mb,,123,0.99,0.96,us,us60004vqh,2019-10-11T20:12:33.040Z,"74km ESE of Isola Capo Rizzuto, Italy",earthquake,4.2,1.8,0.188,8,reviewed,us,us
2019-07-25T23:00:44.212Z,33.9937,71.7561,10,4.2,mb,,180,1.304,0.83,us,us60004ymn,2019-10-11T20:12:31.040Z,"4km WSW of Pabbi, Pakistan",earthquake,7.4,2,0.305,3,reviewed,us,us
2019-07-24T21:03:23.693Z,37.2454,36.0319,20.63,4.1,mb,,85,0.943,0.89,us,us60004v3j,2019-10-11T20:12:27.040Z,"15km SSW of Kadirli, Turkey",earthquake,3.8,7.3,0.234,5,reviewed,us,us
2019-07-24T19:33:09.919Z,19.578,72.508,10,4.1,mb,,158,12.746,1.39,us,us600055sf,2019-10-11T20:12:27.040Z,"24km SW of Shirgaon, India",earthquake,12.5,2,0.145,13,reviewed,us,us
2019-07-24T19:21:27.674Z,32.32,66.6175,12.92,4.5,mb,,119,3.003,1.07,us,us60004v0t,2019-10-11T20:12:27.040Z,"36km NW of Qalat, Afghanistan",earthquake,8.8,4.5,0.073,55,reviewed,us,us
2019-07-24T19:17:11.840Z,32.7286,76.3907,10,4.2,mb,,169,2.774,0.84,us,us60004v0j,2019-10-11T20:12:27.040Z,"30km NE of Chamba, India",earthquake,12,1.9,0.214,6,reviewed,us,us
2019-07-22T22:59:02.026Z,26.759,55.0084,10,5,mww,,69,2.103,0.7,us,us70004qwn,2019-10-04T16:37:39.040Z,"25km NNE of Bandar-e Lengeh, Iran",earthquake,7.7,1.8,0.086,13,reviewed,us,us
2019-07-22T12:32:16.035Z,42.8241,87.6672,10,4.8,mb,,70,5.49,0.8,us,us70004qfy,2019-10-04T16:37:37.040Z,"15km S of Ewirgol, China",earthquake,9,1.9,0.075,56,reviewed,us,us
2019-07-21T16:59:55.082Z,37.3423,71.9375,198.95,4.4,mb,,58,0.289,0.48,us,us70004q4j,2019-10-04T16:37:32.040Z,"13km NE of Roshtqal'a, Tajikistan",earthquake,7.9,5.1,0.143,16,reviewed,us,us
2019-07-21T14:53:08.025Z,37.6808,20.3549,10,4.6,mb,,139,1.346,0.38,us,us70004q2p,2019-10-04T16:37:32.040Z,"40km WSW of Katastarion, Greece",earthquake,4.9,1.7,0.165,11,reviewed,us,us
2019-07-21T09:07:54.672Z,43.4894,19.1063,10,4.2,mb,,49,1.065,0.77,us,us70004pzv,2019-10-04T16:37:30.040Z,"8km SSE of Cajnice, Bosnia and Herzegovina",earthquake,6,2,0.167,10,reviewed,us,us
2019-07-21T08:24:28.493Z,33.0476,48.853,10,4.3,mb,,60,3.319,0.57,us,us70004pzf,2019-10-04T16:37:30.040Z,"62km S of Azna, Iran",earthquake,5.4,1.8,0.081,43,reviewed,us,us
2019-07-21T07:05:30.372Z,44.6824,18.4431,10,4.2,mb,,39,2.137,0.64,us,us70004pyw,2019-10-04T16:37:30.040Z,"4km SW of Srebrenik, Bosnia and Herzegovina",earthquake,6,1.9,0.107,24,reviewed,us,us
2019-07-20T03:46:50.743Z,37.5854,20.6727,10,2.6,ml,,176,1.077,1.23,us,us70004pjq,2019-10-04T16:37:25.040Z,"20km SW of Mouzaki, Greece",earthquake,5.7,2,0.085,18,reviewed,us,us
2019-07-19T15:41:42.082Z,36.463,70.175,228.58,4.3,mb,,89,1.596,1.12,us,us70004nya,2019-10-04T16:37:21.040Z,"30km ESE of Farkhar, Afghanistan",earthquake,8.1,11,0.266,4,reviewed,us,us
2019-07-19T12:11:54.206Z,38.1021,23.655,10,4.2,mwr,,67,1.653,0.98,us,us70004ntu,2019-10-04T16:37:20.040Z,"1km WNW of Fili, Greece",earthquake,4.7,1.9,0.093,11,reviewed,us,us
2019-07-19T11:42:19.195Z,38.1367,23.5848,10,4.3,mb,,66,1.627,0.68,us,us60004vxr,2019-10-04T16:37:20.040Z,"7km N of Aspropirgos, Greece",earthquake,5.4,1.9,0.188,8,reviewed,us,us
2019-07-19T11:13:15.693Z,38.0951,23.5251,10,5.3,mww,,35,1.565,0.67,us,us70004nt3,2019-10-09T18:19:46.377Z,"1km NNE of Magoula, Greece",earthquake,4.5,1.8,0.05,39,reviewed,us,us
2019-07-19T01:33:45.003Z,35.933,31.0864,74.44,4.4,mb,,113,1.236,0.86,us,us70004nlq,2019-10-04T16:37:18.040Z,"80km SE of Tekirova, Turkey",earthquake,5.2,9.3,0.123,19,reviewed,us,us
2019-07-17T22:45:34.956Z,30.9803,48.7041,10,4.3,mb,,71,1.638,0.61,us,us70004mqv,2019-10-04T16:37:11.040Z,"36km N of Shadegan, Iran",earthquake,7.7,1.9,0.097,30,reviewed,us,us
2019-07-17T15:19:32.703Z,34.3355,45.6504,10,4.5,mb,,45,2.672,0.93,us,us70004m8g,2019-10-04T16:37:09.040Z,"23km SW of Sarpol-e Zahab, Iran",earthquake,6.8,1.9,0.081,45,reviewed,us,us
2019-07-17T02:42:16.392Z,36.1201,70.4171,171.16,4,mb,,93,1.724,0.37,us,us70004lzx,2019-10-04T16:37:05.040Z,"33km WNW of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,4.8,18.4,0.366,2,reviewed,us,us
2019-07-16T23:49:10.626Z,14.5606,56.2176,10,4.7,mb,,139,8.929,0.9,us,us70004ly5,2019-10-04T16:37:04.040Z,"Owen Fracture Zone region",earthquake,5.8,1.9,0.086,41,reviewed,us,us
2019-07-16T18:15:26.144Z,28.4389,56.8105,10,4.3,mb,,78,3.521,0.96,us,us70004llj,2019-10-04T16:37:03.040Z,"92km S of Kuh Sefid, Iran",earthquake,4.4,1.9,0.079,50,reviewed,us,us
2019-07-16T16:21:04.552Z,28.4173,56.761,10,4.5,mb,,73,3.493,0.88,us,us70004lh0,2019-10-04T16:37:03.040Z,"95km S of Kuh Sefid, Iran",earthquake,6.3,1.8,0.061,80,reviewed,us,us
2019-07-16T12:02:26.976Z,27.6805,53.2588,10,4.5,mb,,73,3.795,0.66,us,us70004lbp,2019-10-04T16:37:02.040Z,"86km W of Gerash, Iran",earthquake,7.2,1.8,0.062,76,reviewed,us,us
2019-07-16T10:45:37.270Z,40.1346,71.2084,10,4.6,mb,,67,0.796,0.81,us,us70004lag,2019-10-04T16:37:02.040Z,"24km NNW of Khaydarkan, Kyrgyzstan",earthquake,3.1,1.9,0.054,101,reviewed,us,us
2019-07-15T20:51:13.138Z,32.7927,50.3548,10,4.4,mb,,263,2.794,0.98,us,us60004uur,2019-09-28T20:00:42.040Z,"27km SE of Fereydunshahr, Iran",earthquake,13.4,2,0.138,15,reviewed,us,us
2019-07-15T08:50:53.663Z,40.1382,71.1341,10,4.4,mb,,58,0.255,0.6,us,us70004kgc,2019-09-28T20:01:25.040Z,"27km NW of Khaydarkan, Kyrgyzstan",earthquake,4.6,1.9,0.087,38,reviewed,us,us
2019-07-15T08:44:12.674Z,38.2808,20.458,10,4.3,mb,,138,1.52,1.2,us,us70004kge,2019-09-28T20:01:25.040Z,"9km NNE of Lixourion, Greece",earthquake,4.4,2,0.177,9,reviewed,us,us
2019-07-15T00:15:27.756Z,40.4007,41.7754,10,4.4,mwr,,41,1.027,1.03,us,us70004k9a,2019-09-28T20:01:24.040Z,"10km NW of Narman, Turkey",earthquake,6.2,1.9,0.069,20,reviewed,us,us
2019-07-14T22:25:54.113Z,35.0886,81.1262,10,4.3,mb,,108,6.654,0.91,us,us70004k7v,2019-09-28T20:01:24.040Z,"230km NE of Rutog, China",earthquake,5.3,1.9,0.125,18,reviewed,us,us
2019-07-14T18:34:46.103Z,36.6971,71.1981,230.06,4.2,mb,,72,0.909,0.83,us,us70004k5m,2019-09-28T20:01:23.040Z,"29km W of Ashkasham, Afghanistan",earthquake,8.8,7,0.2,7,reviewed,us,us
2019-07-14T13:12:26.041Z,34.6609,25.4131,46.11,4.3,mb,,131,0.758,1.07,us,us70004k2r,2019-09-28T20:01:22.040Z,"44km SSE of Pirgos, Greece",earthquake,7.8,8.1,0.09,35,reviewed,us,us
2019-07-14T11:31:04.380Z,36.595,69.7891,169.72,4.1,mb,,91,1.645,0.66,us,us70004k1b,2019-09-28T20:01:22.040Z,"6km WNW of Farkhar, Afghanistan",earthquake,7.7,9.9,0.135,15,reviewed,us,us
2019-07-14T10:59:18.407Z,40.2564,21.7985,10,4.5,mb,,70,0.612,0.91,us,us70004k0i,2019-09-28T20:01:21.040Z,"1km SW of Krokos, Greece",earthquake,4.1,1.9,0.122,20,reviewed,us,us
2019-07-14T10:50:13.513Z,40.2203,21.8652,10,4.9,mb,,43,0.67,0.75,us,us70004k08,2019-09-28T20:01:21.040Z,"3km ESE of Ano Komi, Greece",earthquake,4.9,1.9,0.074,57,reviewed,us,us
2019-07-13T21:40:33.749Z,36.5025,71.1465,233.8,4.3,mb,,74,1.104,0.71,us,us70004jsg,2019-09-28T20:01:19.040Z,"40km WSW of Ashkasham, Afghanistan",earthquake,6.5,7.8,0.142,14,reviewed,us,us
2019-07-13T21:12:18.371Z,38.0628,-0.8929,10,3,mb_lg,,126,0.482,0.42,us,us70004l19,2019-09-28T20:01:26.040Z,"0km E of Bigastro, Spain",earthquake,4.8,2,0.193,7,reviewed,us,us
2019-07-13T15:08:40.979Z,38.8183,21.2212,10,4.7,mb,,101,1.421,1.26,us,us70004jl5,2019-09-28T20:01:19.040Z,"5km ENE of Stanos, Greece",earthquake,5.7,1.9,0.08,48,reviewed,us,us
2019-07-13T09:56:35.400Z,37.0991,5.7497,10,4.9,mww,,54,3.025,0.57,us,us70004jiv,2019-09-28T20:01:18.040Z,"30km N of Jijel, Algeria",earthquake,6.5,1.8,0.065,23,reviewed,us,us
2019-07-13T02:16:15.603Z,36.5367,70.8566,176.97,4.5,mb,,45,1.181,0.89,us,us70004jg3,2019-09-28T20:01:17.040Z,"36km S of Jarm, Afghanistan",earthquake,6.5,5.8,0.039,191,reviewed,us,us
2019-07-12T19:08:49.968Z,36.5729,71.0706,244.97,4.2,mb,,128,1.065,1.18,us,us70004j79,2019-09-28T20:01:16.040Z,"38km SSE of Jarm, Afghanistan",earthquake,10.7,6.7,0.216,6,reviewed,us,us
2019-07-12T01:11:48.437Z,39.3397,20.6076,10,4.4,mb,,95,0.729,1.11,us,us70004iqc,2019-09-28T20:01:13.040Z,"11km N of Kanallakion, Greece",earthquake,5.5,1.9,0.162,11,reviewed,us,us
2019-07-10T22:57:13.422Z,34.9324,24.364,26.61,4.7,mb,,62,0.558,0.89,us,us70004heq,2019-09-28T20:01:08.040Z,"34km WSW of Ayia Galini, Greece",earthquake,6.9,5.1,0.056,96,reviewed,us,us
2019-07-10T20:40:27.295Z,31.7642,49.1873,10,4.2,mb,,141,1.713,0.45,us,us70004p0e,2019-09-28T20:01:28.040Z,"22km SSW of Masjed Soleyman, Iran",earthquake,9,2,0.187,8,reviewed,us,us
2019-07-10T10:56:25.291Z,36.9842,43.3415,10,4.3,mb,,55,1.344,1.04,us,us70004gqm,2019-09-28T20:01:06.040Z,"33km NE of Sinah, Iraq",earthquake,6.3,1.9,0.103,27,reviewed,us,us
2019-07-10T01:10:27.249Z,37.6928,72.075,131.45,4.1,mb,,71,0.367,0.63,us,us70004gha,2019-09-28T20:01:05.040Z,"48km ENE of Shughnon, Tajikistan",earthquake,7.8,3.8,0.157,11,reviewed,us,us
2019-07-09T04:47:27.721Z,31.7625,49.4622,10,4.4,mb,,73,1.946,0.71,us,us70004nuq,2019-09-28T20:01:27.040Z,"24km SE of Masjed Soleyman, Iran",earthquake,6,1.8,0.112,23,reviewed,us,us
2019-07-09T03:49:10.091Z,38.4331,20.4237,10,3.4,ml,,107,1.367,1.02,us,us70004fgt,2019-09-28T20:00:59.040Z,"25km N of Lixourion, Greece",earthquake,5.5,2,0.066,30,reviewed,us,us
2019-07-08T22:46:33.553Z,36.2462,70.7671,104.27,4.6,mb,,40,1.467,0.95,us,us70004f9s,2019-09-26T14:31:02.040Z,"24km N of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,6.2,5.3,0.069,62,reviewed,us,us
2019-07-08T16:41:50.696Z,29.8076,49.9126,10,4.1,mb,,130,3.194,0.84,us,us70004n41,2019-09-26T14:31:13.040Z,"63km WNW of Bandar-e Ganaveh, Iran",earthquake,11,2,0.213,6,reviewed,us,us
2019-07-08T07:26:18.650Z,31.7688,49.4092,10,4.7,mb,,67,1.9,0.86,us,us70004ekb,2019-09-26T14:30:59.040Z,"21km SSE of Masjed Soleyman, Iran",earthquake,2.6,1.9,0.048,131,reviewed,us,us
2019-07-08T07:00:32.441Z,31.7564,49.5611,19,5.6,mww,,36,2.03,0.69,us,us70004ejm,2019-09-26T14:30:58.040Z,"31km SE of Masjed Soleyman, Iran",earthquake,6.7,1.8,0.098,10,reviewed,us,us
2019-07-07T10:04:09.118Z,36.4942,70.7555,191.36,4.4,mb,,68,1.262,0.88,us,us70004dtw,2019-09-26T14:30:52.040Z,"41km S of Jarm, Afghanistan",earthquake,7.8,8,0.149,13,reviewed,us,us
2019-07-07T09:33:44.944Z,36.5481,70.853,194.05,4.1,mb,,80,1.173,0.94,us,us70004dt7,2019-09-26T14:30:52.040Z,"35km S of Jarm, Afghanistan",earthquake,7.4,9.8,0.213,6,reviewed,us,us
2019-07-05T18:41:00.107Z,51.5296,16.1693,10,4.6,mb,,29,1.96,0.75,us,us70004bcc,2019-09-26T14:30:21.040Z,"6km WNW of Rudna, Poland",earthquake,4.1,1.8,0.058,92,reviewed,us,us
2019-07-05T14:18:59.811Z,32.2775,30.7557,21.06,4.4,mb,,176,3.432,0.61,us,us70004b2f,2019-09-26T14:30:20.040Z,"101km NNE of Rosetta, Egypt",earthquake,9.1,6.5,0.149,13,reviewed,us,us
2019-07-05T02:12:15.440Z,42.1727,78.6241,10,4.6,mb,,66,0.366,0.94,us,us70004akb,2019-09-26T14:30:15.040Z,"37km SSE of Teploklyuchenka, Kyrgyzstan",earthquake,5.8,1.9,0.073,56,reviewed,us,us
2019-07-04T06:27:31.973Z,35.9313,54.3844,10,4.7,mb,,79,7.111,0.89,us,us700049tk,2019-09-26T14:30:08.040Z,"26km S of Damghan, Iran",earthquake,8.6,1.9,0.084,43,reviewed,us,us
2019-07-04T06:24:55.450Z,36.2485,54.3756,10,4.1,mb,,184,7.133,0.7,us,us700049ti,2019-09-26T14:30:08.040Z,"9km NNE of Damghan, Iran",earthquake,11.8,2,0.152,12,reviewed,us,us
2019-07-04T04:20:07.847Z,36.6268,70.9234,75.83,4.6,mb,,64,1.076,0.74,us,us700049sa,2019-09-26T14:30:08.040Z,"27km SSE of Jarm, Afghanistan",earthquake,4.9,7.9,0.07,61,reviewed,us,us
2019-07-04T04:01:32.598Z,35.3763,25.317,10,4.4,mb,,55,0.36,0.95,us,us700049s5,2019-09-26T14:30:07.040Z,"7km N of Gouvai, Greece",earthquake,3.5,1.9,0.091,35,reviewed,us,us
2019-07-04T04:01:31.637Z,14.0747,53.8392,10,4.4,mb,,151,22.195,0.73,us,us70004j1v,2019-09-26T14:31:05.040Z,"158km NNE of Qulansiyah, Yemen",earthquake,12.2,2,0.12,20,reviewed,us,us
2019-07-03T01:02:08.912Z,35.0194,27.8886,10,4.6,mb,,104,1.206,1,us,us7000491h,2019-09-26T14:30:03.040Z,"81km SE of Karpathos, Greece",earthquake,5.9,1.9,0.068,64,reviewed,us,us
2019-07-02T21:34:45.878Z,36.561,70.8559,188.05,4.2,mb,,74,1.161,0.56,us,us700048y9,2019-09-26T14:30:02.040Z,"33km S of Jarm, Afghanistan",earthquake,5.1,8.2,0.159,11,reviewed,us,us
2019-07-02T00:13:50.300Z,29.509,51.4757,10,4.1,mb,,70,6.194,0.7,us,us700048gw,2019-09-26T14:30:01.040Z,"21km SW of Kazerun, Iran",earthquake,6.3,1.9,0.088,35,reviewed,us,us
